comments,sentiment_keyword_json,sentiment,emotion
"*Paramount:*

*Mission Passed + Respect*","{'usage': {'text_units': 1, 'text_characters': 40, 'features': 2}, 'sentiment': {'document': {'score': 0.857515, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.009438, 'joy': 0.560601, 'fear': 0.002656, 'disgust': 0.016298, 'anger': 0.010943}}}}",positive,joy
AYE! MAH BOI GATTOR!!!!!!! #Reactors,"{'usage': {'text_units': 1, 'text_characters': 36, 'features': 2}, 'sentiment': {'document': {'score': 0.917312, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.026224, 'joy': 0.593019, 'fear': 0.066037, 'disgust': 0.069117, 'anger': 0.181778}}}}",positive,joy
Thank you for featuring me!! We love you Sonic!,"{'usage': {'text_units': 1, 'text_characters': 47, 'features': 2}, 'sentiment': {'document': {'score': 0.995323, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.003245, 'joy': 0.815091, 'fear': 0.00067, 'disgust': 0.003434, 'anger': 0.007028}}}}",positive,joy
Now this movie will raise a lot of money in the box office),"{'usage': {'text_units': 1, 'text_characters': 59, 'features': 2}, 'sentiment': {'document': {'score': 0.699681, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.191926, 'joy': 0.491287, 'fear': 0.077928, 'disgust': 0.065647, 'anger': 0.072086}}}}",positive,joy
"""Complaining won't do anything""

The internet: Hold my Chaos Emerald...","{'usage': {'text_units': 1, 'text_characters': 71, 'features': 2}, 'sentiment': {'document': {'score': -0.921625, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.133087, 'joy': 0.086909, 'fear': 0.234973, 'disgust': 0.02594, 'anger': 0.479613}}}}",negative,anger
*when you see that paramount literally made this:*,"{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': -0.587368, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.065369, 'joy': 0.716455, 'fear': 0.01928, 'disgust': 0.046714, 'anger': 0.031772}}}}",negative,joy
Where’s my reaction?,"{'usage': {'text_units': 1, 'text_characters': 20, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}}}",neutral,sadness
"Paramount is the first one what listen the fans, and the first one to do a Sonic Movie,  so i think the movie will be the first good movie based on a videogame, Paramount, you have my 👍","{'usage': {'text_units': 1, 'text_characters': 185, 'features': 2}, 'sentiment': {'document': {'score': 0.948994, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.139189, 'joy': 0.77132, 'fear': 0.040962, 'disgust': 0.036759, 'anger': 0.015088}}}}",positive,joy
"Sonic: They’re coming for me!

Gattoro: YESSS","{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': 0.721881, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.081681, 'joy': 0.222761, 'fear': 0.076269, 'disgust': 0.055147, 'anger': 0.104977}}}}",positive,joy
"I am just imagining the new trailer with old sonic....

Me: Ew","{'usage': {'text_units': 1, 'text_characters': 62, 'features': 2}, 'sentiment': {'document': {'score': -0.791503, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.070276, 'joy': 0.08567, 'fear': 0.244249, 'disgust': 0.7356, 'anger': 0.026829}}}}",negative,disgust
Austin Burke is in this video! And the thumbnail,"{'usage': {'text_units': 1, 'text_characters': 48, 'features': 2}, 'sentiment': {'document': {'score': 0.698689, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.108138, 'joy': 0.411928, 'fear': 0.076996, 'disgust': 0.168029, 'anger': 0.107591}}}}",positive,joy
"Where is Sam?!!

*""Its 8 in the morning!""*
He's a real fan","{'usage': {'text_units': 1, 'text_characters': 58, 'features': 2}, 'sentiment': {'document': {'score': 0.812789, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.068172, 'joy': 0.52332, 'fear': 0.005474, 'disgust': 0.409205, 'anger': 0.08738}}}}",positive,joy
I’m excited to watch this after the hideous sonic...I’m sold with the design,"{'usage': {'text_units': 1, 'text_characters': 76, 'features': 2}, 'sentiment': {'document': {'score': -0.478543, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.018341, 'joy': 0.906626, 'fear': 0.032128, 'disgust': 0.017126, 'anger': 0.016995}}}}",negative,joy
"Paramount: * features creators and shows reactions of the new design *
**Everyone liked that**","{'usage': {'text_units': 1, 'text_characters': 94, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.033239, 'joy': 0.362789, 'fear': 0.016014, 'disgust': 0.027895, 'anger': 0.027598}}}}",neutral,joy
"Honestly, this film deserves the great press it’s getting.","{'usage': {'text_units': 1, 'text_characters': 58, 'features': 2}, 'sentiment': {'document': {'score': 0.980981, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.043087, 'joy': 0.698354, 'fear': 0.011483, 'disgust': 0.238676, 'anger': 0.063127}}}}",positive,joy
"This shows that Paramount started listening to his fans, I love them!","{'usage': {'text_units': 1, 'text_characters': 69, 'features': 2}, 'sentiment': {'document': {'score': 0.987505, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.033367, 'joy': 0.869536, 'fear': 0.008455, 'disgust': 0.078094, 'anger': 0.020241}}}}",positive,joy
"Yes Paramount, we are satisfied! 
Thank you for listening to us now we will go to your movie!","{'usage': {'text_units': 1, 'text_characters': 93, 'features': 2}, 'sentiment': {'document': {'score': 0.994508, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.016228, 'joy': 0.888071, 'fear': 0.004137, 'disgust': 0.027544, 'anger': 0.026063}}}}",positive,joy
"2019 Sonic: You took everything from me.

2020 Sonic: I don't even know who you are.","{'usage': {'text_units': 1, 'text_characters': 84, 'features': 2}, 'sentiment': {'document': {'score': -0.740493, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.355107, 'joy': 0.115963, 'fear': 0.101049, 'disgust': 0.041565, 'anger': 0.105185}}}}",negative,sadness
"We all need to watch this movie, I mean, how often does a whole studio listen to fans?","{'usage': {'text_units': 1, 'text_characters': 86, 'features': 2}, 'sentiment': {'document': {'score': -0.587061, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.304913, 'joy': 0.440032, 'fear': 0.058009, 'disgust': 0.175999, 'anger': 0.095643}}}}",negative,joy
"Paramount: Sonic the hedgehog (2020) - FAN TRAILER REACTIONS
Me: Where's Sam procrastination station?","{'usage': {'text_units': 1, 'text_characters': 101, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.062298, 'joy': 0.046212, 'fear': 0.271437, 'disgust': 0.082035, 'anger': 0.101576}}}}",neutral,fear
Ayeee! Thank you for including me Paramount! 💪🏻,"{'usage': {'text_units': 1, 'text_characters': 46, 'features': 2}, 'sentiment': {'document': {'score': 0.979082, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.033204, 'joy': 0.406349, 'fear': 0.018841, 'disgust': 0.022459, 'anger': 0.010757}}}}",positive,joy
"Fun fact: The only other time a video like this was made for a movie, was for Infinity War.
This just goes to show they actually care about the fans.
They really want us to see this movie, and to do that, they show Sonic fans being excited about the movie.
That’s awesome :)
(Quick question: Where’s Sam tho?)","{'usage': {'text_units': 1, 'text_characters': 309, 'features': 2}, 'sentiment': {'document': {'score': 0.723745, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.04599, 'joy': 0.908994, 'fear': 0.006991, 'disgust': 0.017388, 'anger': 0.022893}}}}",positive,joy
"For what you fix Paramount we shall go on your the film and will bring together money for sequel) 
(P.S. Yes sequel in any case will happen, at least in post-credit scene will hint)","{'usage': {'text_units': 1, 'text_characters': 181, 'features': 2}, 'sentiment': {'document': {'score': 0.663559, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.475966, 'joy': 0.275546, 'fear': 0.045544, 'disgust': 0.157226, 'anger': 0.07997}}}}",positive,sadness
"See, this is why I really love Paramount Pictures and want to work as a movie producer there in the future.","{'usage': {'text_units': 1, 'text_characters': 107, 'features': 2}, 'sentiment': {'document': {'score': 0.971875, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.107079, 'joy': 0.744241, 'fear': 0.061847, 'disgust': 0.023318, 'anger': 0.021247}}}}",positive,joy
Where's the mine? :(,"{'usage': {'text_units': 1, 'text_characters': 20, 'features': 2}, 'sentiment': {'document': {'score': -0.99012, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.921964, 'joy': 0.013343, 'fear': 0.051433, 'disgust': 0.05457, 'anger': 0.139337}}}}",negative,sadness
Like how they blur marvel and star wars both distrubted from Disney,"{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': 0.358348, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.241388, 'joy': 0.463898, 'fear': 0.080807, 'disgust': 0.054098, 'anger': 0.099969}}}}",positive,joy
"Paramount,
Good on you for this.

Love,
Everyone on the internet","{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.976929, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.047387, 'joy': 0.887098, 'fear': 0.020192, 'disgust': 0.008679, 'anger': 0.034262}}}}",positive,joy
Hey imagine if this movie gets successful we can get a sonic or sega cinematic universe,"{'usage': {'text_units': 1, 'text_characters': 87, 'features': 2}, 'sentiment': {'document': {'score': 0.659071, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.126355, 'joy': 0.727537, 'fear': 0.039722, 'disgust': 0.026037, 'anger': 0.062158}}}}",positive,joy
"“They’re coming for me!”

That guy: *Y E E E E E S*","{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': -0.281178, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.20992, 'joy': 0.107888, 'fear': 0.150204, 'disgust': 0.086051, 'anger': 0.173003}}}}",negative,sadness
EVEN THEY HAVE A REACTION MASHUP! This movie is gonna be AWESOME,"{'usage': {'text_units': 1, 'text_characters': 64, 'features': 2}, 'sentiment': {'document': {'score': 0.891691, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.042332, 'joy': 0.820526, 'fear': 0.037873, 'disgust': 0.0396, 'anger': 0.067362}}}}",positive,joy
"2019 reaction: This is not a clown, this is an entire circus 
2020 reaction: This is not a clown, this is comedy gold","{'usage': {'text_units': 1, 'text_characters': 117, 'features': 2}, 'sentiment': {'document': {'score': -0.838318, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.360297, 'joy': 0.208995, 'fear': 0.054057, 'disgust': 0.090409, 'anger': 0.178105}}}}",negative,sadness
"Jeff Fowler: We need to fix sonic 👍✅

Tom Hooper: Lets keep our humanoid cats 👎❌","{'usage': {'text_units': 1, 'text_characters': 80, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.354182, 'joy': 0.46791, 'fear': 0.117169, 'disgust': 0.04454, 'anger': 0.010651}}}}",neutral,joy
This shows a rarity in studios that actually CARE!,"{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': 0.906817, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.245957, 'joy': 0.491709, 'fear': 0.041019, 'disgust': 0.103962, 'anger': 0.137493}}}}",positive,joy
This id the best thing ever,"{'usage': {'text_units': 1, 'text_characters': 27, 'features': 2}, 'sentiment': {'document': {'score': 0.896174, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.031093, 'joy': 0.589966, 'fear': 0.029152, 'disgust': 0.029443, 'anger': 0.02541}}}}",positive,joy
"This went from a 2019 film with an expected 19% on Rotten Tomatoes to a 2020 film with an expected 71% on Rotten Tomatoes. 
In summary, the fans have won.","{'usage': {'text_units': 1, 'text_characters': 154, 'features': 2}, 'sentiment': {'document': {'score': 0.626555, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.164663, 'joy': 0.28984, 'fear': 0.047406, 'disgust': 0.491568, 'anger': 0.137747}}}}",positive,disgust
"2019: I'm the best Sonic!

2020: Hold my chilli dog.🌭","{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.932313, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.025668, 'joy': 0.619434, 'fear': 0.104038, 'disgust': 0.056667, 'anger': 0.041473}}}}",positive,joy
"I watch a lot of videos on this movie




My recommendations: Cats movie","{'usage': {'text_units': 1, 'text_characters': 72, 'features': 2}, 'sentiment': {'document': {'score': -0.38323, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.133955, 'joy': 0.603421, 'fear': 0.13764, 'disgust': 0.115663, 'anger': 0.040069}}}}",negative,joy
"Nobody: 

Gottaro: YESS","{'usage': {'text_units': 1, 'text_characters': 23, 'features': 2}, 'sentiment': {'document': {'score': -0.657332, 'label': 'negative'}}, 'emotion': {'document': {'emotion': {'sadness': 0.124216, 'joy': 0.146941, 'fear': 0.075606, 'disgust': 0.050233, 'anger': 0.072707}}}}",negative,joy
Now do one with everyone's reaction to the FIRST trailer.,"{'usage': {'text_units': 1, 'text_characters': 57, 'features': 2}, 'sentiment': {'document': {'score': 0.482741, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.165882, 'joy': 0.400828, 'fear': 0.200605, 'disgust': 0.160239, 'anger': 0.167328}}}}",positive,joy
The only time we get to see Charmx here 1:08,"{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.138371, 'joy': 0.668157, 'fear': 0.117962, 'disgust': 0.048829, 'anger': 0.01026}}}}",neutral,joy
"Disney: So what should we do to get more attention?

Paramount: Listen to the people that will watch our movie?

Disney:😡
Paramount:😰    🏢🤸‍♂️","{'usage': {'text_units': 1, 'text_characters': 139, 'features': 2}, 'sentiment': {'document': {'score': -0.744509, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.293559, 'joy': 0.022271, 'fear': 0.231626, 'disgust': 0.543774, 'anger': 0.031878}}}}",negative,disgust
Fans have big eye to see the new Sonic : D,"{'usage': {'text_units': 1, 'text_characters': 42, 'features': 2}, 'sentiment': {'document': {'score': 0.882546, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.113264, 'joy': 0.60443, 'fear': 0.08137, 'disgust': 0.183316, 'anger': 0.023968}}}}",positive,joy
I cannot believe you didn't put Sam's Procrastination Station's reaction (it was the best one),"{'usage': {'text_units': 1, 'text_characters': 94, 'features': 2}, 'sentiment': {'document': {'score': 0.380873, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.044341, 'joy': 0.163343, 'fear': 0.213047, 'disgust': 0.009936, 'anger': 0.094453}}}}",positive,fear
Sonic running across the Great Wall of China reminds me of Dragon’s Road from Sonic Unleashed.,"{'usage': {'text_units': 1, 'text_characters': 94, 'features': 2}, 'sentiment': {'document': {'score': 0.750741, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.12545, 'joy': 0.705286, 'fear': 0.094141, 'disgust': 0.033424, 'anger': 0.006235}}}}",positive,joy
Yes when you see fan reaction then you get how good is this movie.,"{'usage': {'text_units': 1, 'text_characters': 66, 'features': 2}, 'sentiment': {'document': {'score': 0.854168, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.092051, 'joy': 0.71844, 'fear': 0.015323, 'disgust': 0.123609, 'anger': 0.044323}}}}",positive,joy
Look at these yucky fans. You should've have needed Twitter outrage to know what Sonic's supposed to look like. Aren't you embarrassed that these dorks knew better than you?,"{'usage': {'text_units': 1, 'text_characters': 173, 'features': 2}, 'sentiment': {'document': {'score': -0.94978, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.385136, 'joy': 0.058236, 'fear': 0.113967, 'disgust': 0.392016, 'anger': 0.239362}}}}",negative,disgust
Paramount is so proud that they share people reaction,"{'usage': {'text_units': 1, 'text_characters': 53, 'features': 2}, 'sentiment': {'document': {'score': 0.989167, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.029856, 'joy': 0.875793, 'fear': 0.002872, 'disgust': 0.09552, 'anger': 0.01065}}}}",positive,joy
"The fact that Paramount is showing this shows that they care. 
Whether the movie is good or bad, I am forever going to appreciate this, thank you Paramount.","{'usage': {'text_units': 1, 'text_characters': 156, 'features': 2}, 'sentiment': {'document': {'score': 0.992682, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.190808, 'joy': 0.757633, 'fear': 0.010719, 'disgust': 0.013941, 'anger': 0.031398}}}}",positive,joy
"*Paramount listened to their fans*
EA: wait that's illegal","{'usage': {'text_units': 1, 'text_characters': 58, 'features': 2}, 'sentiment': {'document': {'score': 0.421524, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.16438, 'joy': 0.149753, 'fear': 0.016706, 'disgust': 0.304103, 'anger': 0.513942}}}}",positive,anger
I didn't expect them to do a video like this.,"{'usage': {'text_units': 1, 'text_characters': 45, 'features': 2}, 'sentiment': {'document': {'score': -0.656738, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.237136, 'joy': 0.330083, 'fear': 0.089842, 'disgust': 0.414882, 'anger': 0.016147}}}}",negative,disgust
Congratulations to all who's reactions made it! I'm happy the movie is connecting to the community!,"{'usage': {'text_units': 1, 'text_characters': 99, 'features': 2}, 'sentiment': {'document': {'score': 0.992922, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.025595, 'joy': 0.954151, 'fear': 0.001064, 'disgust': 0.001828, 'anger': 0.01414}}}}",positive,joy
"This is nice and all, but why wasn't Sam in this video?","{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': -0.67366, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.01438, 'joy': 0.906249, 'fear': 0.015489, 'disgust': 0.044582, 'anger': 0.01632}}}}",negative,joy
WHO ELSE SAW 3C FILMS?!,"{'usage': {'text_units': 1, 'text_characters': 23, 'features': 2}, 'sentiment': {'document': {'score': -0.266478, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.1648, 'joy': 0.256767, 'fear': 0.20874, 'disgust': 0.377323, 'anger': 0.142424}}}}",negative,disgust
"2:10 ""Jim Carrey is being Jim Carrey. And I love it.""
Me: I was thinking the same thing. You have my respect. 😎👍","{'usage': {'text_units': 1, 'text_characters': 112, 'features': 2}, 'sentiment': {'document': {'score': 0.945542, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.033645, 'joy': 0.876397, 'fear': 0.005316, 'disgust': 0.02359, 'anger': 0.01404}}}}",positive,joy
"Fans: How are you not dead?
Movie: I have no idea!","{'usage': {'text_units': 1, 'text_characters': 50, 'features': 2}, 'sentiment': {'document': {'score': -0.774422, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.112016, 'joy': 0.352789, 'fear': 0.005659, 'disgust': 0.553806, 'anger': 0.063569}}}}",negative,disgust
Paramount is gonna flexing this redesign for years.,"{'usage': {'text_units': 1, 'text_characters': 51, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.156978, 'joy': 0.544059, 'fear': 0.080903, 'disgust': 0.031008, 'anger': 0.10947}}}}",neutral,joy
I only recognized GorTheMovieGod and the WereWoof,"{'usage': {'text_units': 1, 'text_characters': 49, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.382516, 'joy': 0.156137, 'fear': 0.053283, 'disgust': 0.026234, 'anger': 0.031227}}}}",neutral,sadness
"they neuralyzed the fans and made them think that this is the only trailer






epic","{'usage': {'text_units': 1, 'text_characters': 85, 'features': 2}, 'sentiment': {'document': {'score': 0.558882, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.140465, 'joy': 0.643863, 'fear': 0.108549, 'disgust': 0.074692, 'anger': 0.035772}}}}",positive,joy
"Y'all, you forgot my favourite reactors: Dwayne N Jazz!","{'usage': {'text_units': 1, 'text_characters': 55, 'features': 2}, 'sentiment': {'document': {'score': 0.788574, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.542487, 'joy': 0.357939, 'fear': 0.039629, 'disgust': 0.013274, 'anger': 0.08326}}}}",positive,sadness
I think I have seen alot of these reactors 😂,"{'usage': {'text_units': 1, 'text_characters': 44, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.484933, 'joy': 0.196179, 'fear': 0.122894, 'disgust': 0.225769, 'anger': 0.002971}}}}",neutral,sadness
"*WELL, I WASN'T EXPECT THIS COMPLATION.*

*ALSO, THANK YOU SO MUCH FOR FIXING OUR BOY.*","{'usage': {'text_units': 1, 'text_characters': 87, 'features': 2}, 'sentiment': {'document': {'score': 0.844328, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216343, 'joy': 0.731116, 'fear': 0.014137, 'disgust': 0.010733, 'anger': 0.015742}}}}",positive,joy
Where's my boy Sam,"{'usage': {'text_units': 1, 'text_characters': 18, 'features': 2}, 'sentiment': {'document': {'score': -0.703598, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.236138, 'joy': 0.291753, 'fear': 0.013771, 'disgust': 0.319957, 'anger': 0.123883}}}}",negative,disgust
Fans literally bullied a whole company into remaking a movie,"{'usage': {'text_units': 1, 'text_characters': 60, 'features': 2}, 'sentiment': {'document': {'score': -0.981856, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.403404, 'joy': 0.067541, 'fear': 0.020099, 'disgust': 0.567672, 'anger': 0.223235}}}}",negative,disgust
"I love you, Paramount!
Even if the movie doesn’t get critically acclaimed, I will still love it just for the work Paramount did in fixing sonic.","{'usage': {'text_units': 1, 'text_characters': 144, 'features': 2}, 'sentiment': {'document': {'score': 0.962543, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.167815, 'joy': 0.791608, 'fear': 0.020338, 'disgust': 0.008289, 'anger': 0.014278}}}}",positive,joy
"Old Sonic: “uh..... meow?” 


New Sonic; I *cant* with that guy....","{'usage': {'text_units': 1, 'text_characters': 67, 'features': 2}, 'sentiment': {'document': {'score': 0.304031, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.232191, 'joy': 0.153145, 'fear': 0.195883, 'disgust': 0.099302, 'anger': 0.09067}}}}",positive,sadness
"Really Paramount. Fan reactions to the new trailer.
YOU DID LISTEN TO US!!! Thanks for the redesign!","{'usage': {'text_units': 1, 'text_characters': 100, 'features': 2}, 'sentiment': {'document': {'score': 0.968779, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.01024, 'joy': 0.793122, 'fear': 0.027782, 'disgust': 0.122803, 'anger': 0.074616}}}}",positive,joy
"*Fans : omg this version of sonic* *looks so good how did you do it*

*Paramount : we used Sonic to destroy the Sonic!*","{'usage': {'text_units': 1, 'text_characters': 119, 'features': 2}, 'sentiment': {'document': {'score': 0.484874, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.123193, 'joy': 0.328042, 'fear': 0.085656, 'disgust': 0.072299, 'anger': 0.066583}}}}",positive,joy
"Me: ( reads title) Oh a reaction compilation vid, nothing out of the ordinary here...

Me: ( reads uploader) 
   
     *Insert Thanos meme*

              "" IMPOSSIBLE....""","{'usage': {'text_units': 1, 'text_characters': 172, 'features': 2}, 'sentiment': {'document': {'score': -0.739176, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.286301, 'joy': 0.15327, 'fear': 0.06217, 'disgust': 0.029372, 'anger': 0.031795}}}}",negative,sadness
"Thanos: ""you have my respect, Paramount""","{'usage': {'text_units': 1, 'text_characters': 40, 'features': 2}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.03045, 'joy': 0.546397, 'fear': 0.00952, 'disgust': 0.242949, 'anger': 0.069575}}}}",neutral,joy
Does this mean Paramount is finally going to respect Transformers and the Tmnt when making movies about them??😃😃,"{'usage': {'text_units': 1, 'text_characters': 112, 'features': 2}, 'sentiment': {'document': {'score': 0.871433, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.024261, 'joy': 0.856751, 'fear': 0.020571, 'disgust': 0.021107, 'anger': 0.013309}}}}",positive,joy
So happy we get to be a part of the club!!!,"{'usage': {'text_units': 1, 'text_characters': 43, 'features': 2}, 'sentiment': {'document': {'score': 0.967565, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.005887, 'joy': 0.930832, 'fear': 0.019154, 'disgust': 0.020208, 'anger': 0.01127}}}}",positive,joy
"""Jim Carrey is being Jim Carrey, and I love it!"" 
Here here! It's awesome seeing Jim back in such a goofy role!","{'usage': {'text_units': 1, 'text_characters': 111, 'features': 2}, 'sentiment': {'document': {'score': 0.954524, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.019938, 'joy': 0.761055, 'fear': 0.004028, 'disgust': 0.03107, 'anger': 0.02511}}}}",positive,joy
I’m happier when Jim Carrey’s married and play some heroic characters.,"{'usage': {'text_units': 1, 'text_characters': 70, 'features': 2}, 'sentiment': {'document': {'score': 0.903237, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.022683, 'joy': 0.795583, 'fear': 0.002186, 'disgust': 0.066455, 'anger': 0.027506}}}}",positive,joy
